,time_s,well,rtdp_fluor,concentration,fold_dilution,media,name,replicate,plate,date
344,0.0,H3,11,0.25,4,MM gluc+AA,EC WT,2,1,5/27/22
345,74.687,H3,11,0.25,4,MM gluc+AA,EC WT,2,1,5/27/22
346,149.371,H3,11,0.25,4,MM gluc+AA,EC WT,2,1,5/27/22
347,224.07,H3,11,0.25,4,MM gluc+AA,EC WT,2,1,5/27/22
348,0.0,H4,6,0.125,8,MM gluc+AA,EC WT,2,1,5/27/22
349,74.687,H4,7,0.125,8,MM gluc+AA,EC WT,2,1,5/27/22
350,149.371,H4,7,0.125,8,MM gluc+AA,EC WT,2,1,5/27/22
351,224.07,H4,6,0.125,8,MM gluc+AA,EC WT,2,1,5/27/22
352,0.0,H5,12,1.0,1,MM gluc+AA,BG,2,1,5/27/22
353,74.687,H5,12,1.0,1,MM gluc+AA,BG,2,1,5/27/22
354,149.371,H5,13,1.0,1,MM gluc+AA,BG,2,1,5/27/22
355,224.07,H5,13,1.0,1,MM gluc+AA,BG,2,1,5/27/22
356,0.0,H6,8,0.5,2,MM gluc+AA,BG,2,1,5/27/22
357,74.687,H6,8,0.5,2,MM gluc+AA,BG,2,1,5/27/22
358,149.371,H6,8,0.5,2,MM gluc+AA,BG,2,1,5/27/22
359,224.07,H6,8,0.5,2,MM gluc+AA,BG,2,1,5/27/22
360,0.0,H7,4,0.25,4,MM gluc+AA,BG,2,1,5/27/22
361,74.687,H7,4,0.25,4,MM gluc+AA,BG,2,1,5/27/22
362,149.371,H7,4,0.25,4,MM gluc+AA,BG,2,1,5/27/22
363,224.07,H7,4,0.25,4,MM gluc+AA,BG,2,1,5/27/22
364,0.0,H8,3,0.125,8,MM gluc+AA,BG,2,1,5/27/22
365,74.687,H8,3,0.125,8,MM gluc+AA,BG,2,1,5/27/22
366,149.371,H8,3,0.125,8,MM gluc+AA,BG,2,1,5/27/22
367,224.07,H8,3,0.125,8,MM gluc+AA,BG,2,1,5/27/22
368,0.0,H9,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
369,74.687,H9,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
370,149.371,H9,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
371,224.07,H9,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
372,0.0,H10,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
373,74.687,H10,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
374,149.371,H10,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
375,224.07,H10,2,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
376,0.0,H11,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
377,74.687,H11,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
378,149.371,H11,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
379,224.07,H11,2,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
380,0.0,H12,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
381,74.687,H12,1,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
382,149.371,H12,2,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
383,224.07,H12,2,1.0,1,MM gluc+AA,BLANK,1,1,5/27/22
0,0.0,A1,51,1.0,1,MM gluc+AA,CS,1,2,5/27/22
1,74.672,A1,51,1.0,1,MM gluc+AA,CS,1,2,5/27/22
2,149.355,A1,51,1.0,1,MM gluc+AA,CS,1,2,5/27/22
3,224.049,A1,50,1.0,1,MM gluc+AA,CS,1,2,5/27/22
4,0.0,A2,33,0.5,2,MM gluc+AA,CS,1,2,5/27/22
5,74.672,A2,33,0.5,2,MM gluc+AA,CS,1,2,5/27/22
6,149.355,A2,33,0.5,2,MM gluc+AA,CS,1,2,5/27/22
7,224.049,A2,32,0.5,2,MM gluc+AA,CS,1,2,5/27/22
8,0.0,A3,14,0.25,4,MM gluc+AA,CS,1,2,5/27/22
9,74.672,A3,14,0.25,4,MM gluc+AA,CS,1,2,5/27/22
10,149.355,A3,14,0.25,4,MM gluc+AA,CS,1,2,5/27/22
11,224.049,A3,14,0.25,4,MM gluc+AA,CS,1,2,5/27/22
12,0.0,A4,10,0.125,8,MM gluc+AA,CS,1,2,5/27/22
13,74.672,A4,10,0.125,8,MM gluc+AA,CS,1,2,5/27/22
14,149.355,A4,10,0.125,8,MM gluc+AA,CS,1,2,5/27/22
15,224.049,A4,10,0.125,8,MM gluc+AA,CS,1,2,5/27/22
16,0.0,A5,22,1.0,1,MM gluc+AA,AGG,1,2,5/27/22
17,74.672,A5,22,1.0,1,MM gluc+AA,AGG,1,2,5/27/22
18,149.355,A5,22,1.0,1,MM gluc+AA,AGG,1,2,5/27/22
19,224.049,A5,21,1.0,1,MM gluc+AA,AGG,1,2,5/27/22
20,0.0,A6,7,0.5,2,MM gluc+AA,AGG,1,2,5/27/22
21,74.672,A6,7,0.5,2,MM gluc+AA,AGG,1,2,5/27/22
22,149.355,A6,7,0.5,2,MM gluc+AA,AGG,1,2,5/27/22
23,224.049,A6,7,0.5,2,MM gluc+AA,AGG,1,2,5/27/22
24,0.0,A7,5,0.25,4,MM gluc+AA,AGG,1,2,5/27/22
25,74.672,A7,4,0.25,4,MM gluc+AA,AGG,1,2,5/27/22
26,149.355,A7,4,0.25,4,MM gluc+AA,AGG,1,2,5/27/22
27,224.049,A7,4,0.25,4,MM gluc+AA,AGG,1,2,5/27/22
28,0.0,A8,3,0.125,8,MM gluc+AA,AGG,1,2,5/27/22
29,74.672,A8,3,0.125,8,MM gluc+AA,AGG,1,2,5/27/22
30,149.355,A8,3,0.125,8,MM gluc+AA,AGG,1,2,5/27/22
31,224.049,A8,3,0.125,8,MM gluc+AA,AGG,1,2,5/27/22
32,0.0,A9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
33,74.672,A9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
34,149.355,A9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
35,224.049,A9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
36,0.0,A10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
37,74.672,A10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
38,149.355,A10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
39,224.049,A10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
40,0.0,A11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
41,74.672,A11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
42,149.355,A11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
43,224.049,A11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
44,0.0,A12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
45,74.672,A12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
46,149.355,A12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
47,224.049,A12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
48,0.0,B1,61,1.0,1,MM gluc+AA,CS,1,2,5/27/22
49,74.672,B1,59,1.0,1,MM gluc+AA,CS,1,2,5/27/22
50,149.355,B1,58,1.0,1,MM gluc+AA,CS,1,2,5/27/22
51,224.049,B1,59,1.0,1,MM gluc+AA,CS,1,2,5/27/22
52,0.0,B2,35,0.5,2,MM gluc+AA,CS,1,2,5/27/22
53,74.672,B2,35,0.5,2,MM gluc+AA,CS,1,2,5/27/22
54,149.355,B2,34,0.5,2,MM gluc+AA,CS,1,2,5/27/22
55,224.049,B2,34,0.5,2,MM gluc+AA,CS,1,2,5/27/22
56,0.0,B3,15,0.25,4,MM gluc+AA,CS,1,2,5/27/22
57,74.672,B3,15,0.25,4,MM gluc+AA,CS,1,2,5/27/22
58,149.355,B3,15,0.25,4,MM gluc+AA,CS,1,2,5/27/22
59,224.049,B3,15,0.25,4,MM gluc+AA,CS,1,2,5/27/22
60,0.0,B4,11,0.125,8,MM gluc+AA,CS,1,2,5/27/22
61,74.672,B4,10,0.125,8,MM gluc+AA,CS,1,2,5/27/22
62,149.355,B4,11,0.125,8,MM gluc+AA,CS,1,2,5/27/22
63,224.049,B4,10,0.125,8,MM gluc+AA,CS,1,2,5/27/22
64,0.0,B5,17,1.0,1,MM gluc+AA,AGG,1,2,5/27/22
65,74.672,B5,16,1.0,1,MM gluc+AA,AGG,1,2,5/27/22
66,149.355,B5,16,1.0,1,MM gluc+AA,AGG,1,2,5/27/22
67,224.049,B5,17,1.0,1,MM gluc+AA,AGG,1,2,5/27/22
68,0.0,B6,9,0.5,2,MM gluc+AA,AGG,1,2,5/27/22
69,74.672,B6,10,0.5,2,MM gluc+AA,AGG,1,2,5/27/22
70,149.355,B6,10,0.5,2,MM gluc+AA,AGG,1,2,5/27/22
71,224.049,B6,10,0.5,2,MM gluc+AA,AGG,1,2,5/27/22
72,0.0,B7,5,0.25,4,MM gluc+AA,AGG,1,2,5/27/22
73,74.672,B7,5,0.25,4,MM gluc+AA,AGG,1,2,5/27/22
74,149.355,B7,5,0.25,4,MM gluc+AA,AGG,1,2,5/27/22
75,224.049,B7,5,0.25,4,MM gluc+AA,AGG,1,2,5/27/22
76,0.0,B8,3,0.125,8,MM gluc+AA,AGG,1,2,5/27/22
77,74.672,B8,4,0.125,8,MM gluc+AA,AGG,1,2,5/27/22
78,149.355,B8,3,0.125,8,MM gluc+AA,AGG,1,2,5/27/22
79,224.049,B8,4,0.125,8,MM gluc+AA,AGG,1,2,5/27/22
80,0.0,B9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
81,74.672,B9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
82,149.355,B9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
83,224.049,B9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
84,0.0,B10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
85,74.672,B10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
86,149.355,B10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
87,224.049,B10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
88,0.0,B11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
89,74.672,B11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
90,149.355,B11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
91,224.049,B11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
92,0.0,B12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
93,74.672,B12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
94,149.355,B12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
95,224.049,B12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
96,0.0,C1,56,1.0,1,MM gluc+AA,CS,2,2,5/27/22
97,74.672,C1,54,1.0,1,MM gluc+AA,CS,2,2,5/27/22
98,149.355,C1,54,1.0,1,MM gluc+AA,CS,2,2,5/27/22
99,224.049,C1,54,1.0,1,MM gluc+AA,CS,2,2,5/27/22
100,0.0,C2,36,0.5,2,MM gluc+AA,CS,2,2,5/27/22
101,74.672,C2,35,0.5,2,MM gluc+AA,CS,2,2,5/27/22
102,149.355,C2,36,0.5,2,MM gluc+AA,CS,2,2,5/27/22
103,224.049,C2,36,0.5,2,MM gluc+AA,CS,2,2,5/27/22
104,0.0,C3,15,0.25,4,MM gluc+AA,CS,2,2,5/27/22
105,74.672,C3,15,0.25,4,MM gluc+AA,CS,2,2,5/27/22
106,149.355,C3,16,0.25,4,MM gluc+AA,CS,2,2,5/27/22
107,224.049,C3,16,0.25,4,MM gluc+AA,CS,2,2,5/27/22
108,0.0,C4,11,0.125,8,MM gluc+AA,CS,2,2,5/27/22
109,74.672,C4,11,0.125,8,MM gluc+AA,CS,2,2,5/27/22
110,149.355,C4,11,0.125,8,MM gluc+AA,CS,2,2,5/27/22
111,224.049,C4,11,0.125,8,MM gluc+AA,CS,2,2,5/27/22
112,0.0,C5,17,1.0,1,MM gluc+AA,AGG,2,2,5/27/22
113,74.672,C5,17,1.0,1,MM gluc+AA,AGG,2,2,5/27/22
114,149.355,C5,17,1.0,1,MM gluc+AA,AGG,2,2,5/27/22
115,224.049,C5,17,1.0,1,MM gluc+AA,AGG,2,2,5/27/22
116,0.0,C6,9,0.5,2,MM gluc+AA,AGG,2,2,5/27/22
117,74.672,C6,9,0.5,2,MM gluc+AA,AGG,2,2,5/27/22
118,149.355,C6,8,0.5,2,MM gluc+AA,AGG,2,2,5/27/22
119,224.049,C6,9,0.5,2,MM gluc+AA,AGG,2,2,5/27/22
120,0.0,C7,6,0.25,4,MM gluc+AA,AGG,2,2,5/27/22
121,74.672,C7,6,0.25,4,MM gluc+AA,AGG,2,2,5/27/22
122,149.355,C7,6,0.25,4,MM gluc+AA,AGG,2,2,5/27/22
123,224.049,C7,6,0.25,4,MM gluc+AA,AGG,2,2,5/27/22
124,0.0,C8,4,0.125,8,MM gluc+AA,AGG,2,2,5/27/22
125,74.672,C8,3,0.125,8,MM gluc+AA,AGG,2,2,5/27/22
126,149.355,C8,3,0.125,8,MM gluc+AA,AGG,2,2,5/27/22
127,224.049,C8,4,0.125,8,MM gluc+AA,AGG,2,2,5/27/22
128,0.0,C9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
129,74.672,C9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
130,149.355,C9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
131,224.049,C9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
132,0.0,C10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
133,74.672,C10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
134,149.355,C10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
135,224.049,C10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
136,0.0,C11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
137,74.672,C11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
138,149.355,C11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
139,224.049,C11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
140,0.0,C12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
141,74.672,C12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
142,149.355,C12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
143,224.049,C12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
144,0.0,D1,60,1.0,1,MM gluc+AA,CS,2,2,5/27/22
145,74.672,D1,58,1.0,1,MM gluc+AA,CS,2,2,5/27/22
146,149.355,D1,58,1.0,1,MM gluc+AA,CS,2,2,5/27/22
147,224.049,D1,58,1.0,1,MM gluc+AA,CS,2,2,5/27/22
148,0.0,D2,36,0.5,2,MM gluc+AA,CS,2,2,5/27/22
149,74.672,D2,34,0.5,2,MM gluc+AA,CS,2,2,5/27/22
150,149.355,D2,34,0.5,2,MM gluc+AA,CS,2,2,5/27/22
151,224.049,D2,34,0.5,2,MM gluc+AA,CS,2,2,5/27/22
152,0.0,D3,17,0.25,4,MM gluc+AA,CS,2,2,5/27/22
153,74.672,D3,17,0.25,4,MM gluc+AA,CS,2,2,5/27/22
154,149.355,D3,18,0.25,4,MM gluc+AA,CS,2,2,5/27/22
155,224.049,D3,17,0.25,4,MM gluc+AA,CS,2,2,5/27/22
156,0.0,D4,11,0.125,8,MM gluc+AA,CS,2,2,5/27/22
157,74.672,D4,11,0.125,8,MM gluc+AA,CS,2,2,5/27/22
158,149.355,D4,11,0.125,8,MM gluc+AA,CS,2,2,5/27/22
159,224.049,D4,11,0.125,8,MM gluc+AA,CS,2,2,5/27/22
160,0.0,D5,17,1.0,1,MM gluc+AA,AGG,2,2,5/27/22
161,74.672,D5,17,1.0,1,MM gluc+AA,AGG,2,2,5/27/22
162,149.355,D5,18,1.0,1,MM gluc+AA,AGG,2,2,5/27/22
163,224.049,D5,18,1.0,1,MM gluc+AA,AGG,2,2,5/27/22
164,0.0,D6,10,0.5,2,MM gluc+AA,AGG,2,2,5/27/22
165,74.672,D6,10,0.5,2,MM gluc+AA,AGG,2,2,5/27/22
166,149.355,D6,10,0.5,2,MM gluc+AA,AGG,2,2,5/27/22
167,224.049,D6,10,0.5,2,MM gluc+AA,AGG,2,2,5/27/22
168,0.0,D7,5,0.25,4,MM gluc+AA,AGG,2,2,5/27/22
169,74.672,D7,5,0.25,4,MM gluc+AA,AGG,2,2,5/27/22
170,149.355,D7,5,0.25,4,MM gluc+AA,AGG,2,2,5/27/22
171,224.049,D7,5,0.25,4,MM gluc+AA,AGG,2,2,5/27/22
172,0.0,D8,4,0.125,8,MM gluc+AA,AGG,2,2,5/27/22
173,74.672,D8,4,0.125,8,MM gluc+AA,AGG,2,2,5/27/22
174,149.355,D8,4,0.125,8,MM gluc+AA,AGG,2,2,5/27/22
175,224.049,D8,3,0.125,8,MM gluc+AA,AGG,2,2,5/27/22
176,0.0,D9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
177,74.672,D9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
178,149.355,D9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
179,224.049,D9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
180,0.0,D10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
181,74.672,D10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
182,149.355,D10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
183,224.049,D10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
184,0.0,D11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
185,74.672,D11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
186,149.355,D11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
187,224.049,D11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
188,0.0,D12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
189,74.672,D12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
190,149.355,D12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
191,224.049,D12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
192,0.0,E1,1,1.0,1,MM gluc+AA,MM4,1,2,5/27/22
193,74.672,E1,1,1.0,1,MM gluc+AA,MM4,1,2,5/27/22
194,149.355,E1,1,1.0,1,MM gluc+AA,MM4,1,2,5/27/22
195,224.049,E1,1,1.0,1,MM gluc+AA,MM4,1,2,5/27/22
196,0.0,E2,1,0.5,2,MM gluc+AA,MM4,1,2,5/27/22
197,74.672,E2,1,0.5,2,MM gluc+AA,MM4,1,2,5/27/22
198,149.355,E2,2,0.5,2,MM gluc+AA,MM4,1,2,5/27/22
199,224.049,E2,1,0.5,2,MM gluc+AA,MM4,1,2,5/27/22
200,0.0,E3,1,0.25,4,MM gluc+AA,MM4,1,2,5/27/22
201,74.672,E3,1,0.25,4,MM gluc+AA,MM4,1,2,5/27/22
202,149.355,E3,1,0.25,4,MM gluc+AA,MM4,1,2,5/27/22
203,224.049,E3,1,0.25,4,MM gluc+AA,MM4,1,2,5/27/22
204,0.0,E4,1,0.125,8,MM gluc+AA,MM4,1,2,5/27/22
205,74.672,E4,1,0.125,8,MM gluc+AA,MM4,1,2,5/27/22
206,149.355,E4,1,0.125,8,MM gluc+AA,MM4,1,2,5/27/22
207,224.049,E4,1,0.125,8,MM gluc+AA,MM4,1,2,5/27/22
208,0.0,E5,34,1.0,1,MM gluc+AA,PO,1,2,5/27/22
209,74.672,E5,34,1.0,1,MM gluc+AA,PO,1,2,5/27/22
210,149.355,E5,34,1.0,1,MM gluc+AA,PO,1,2,5/27/22
211,224.049,E5,34,1.0,1,MM gluc+AA,PO,1,2,5/27/22
212,0.0,E6,21,0.5,2,MM gluc+AA,PO,1,2,5/27/22
213,74.672,E6,21,0.5,2,MM gluc+AA,PO,1,2,5/27/22
214,149.355,E6,21,0.5,2,MM gluc+AA,PO,1,2,5/27/22
215,224.049,E6,21,0.5,2,MM gluc+AA,PO,1,2,5/27/22
216,0.0,E7,16,0.25,4,MM gluc+AA,PO,1,2,5/27/22
217,74.672,E7,17,0.25,4,MM gluc+AA,PO,1,2,5/27/22
218,149.355,E7,18,0.25,4,MM gluc+AA,PO,1,2,5/27/22
219,224.049,E7,18,0.25,4,MM gluc+AA,PO,1,2,5/27/22
220,0.0,E8,13,0.125,8,MM gluc+AA,PO,1,2,5/27/22
221,74.672,E8,13,0.125,8,MM gluc+AA,PO,1,2,5/27/22
222,149.355,E8,13,0.125,8,MM gluc+AA,PO,1,2,5/27/22
223,224.049,E8,13,0.125,8,MM gluc+AA,PO,1,2,5/27/22
224,0.0,E9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
225,74.672,E9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
226,149.355,E9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
227,224.049,E9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
228,0.0,E10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
229,74.672,E10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
230,149.355,E10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
231,224.049,E10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
232,0.0,E11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
233,74.672,E11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
234,149.355,E11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
235,224.049,E11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
236,0.0,E12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
237,74.672,E12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
238,149.355,E12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
239,224.049,E12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
240,0.0,F1,1,1.0,1,MM gluc+AA,MM4,1,2,5/27/22
241,74.672,F1,1,1.0,1,MM gluc+AA,MM4,1,2,5/27/22
242,149.355,F1,1,1.0,1,MM gluc+AA,MM4,1,2,5/27/22
243,224.049,F1,1,1.0,1,MM gluc+AA,MM4,1,2,5/27/22
244,0.0,F2,2,0.5,2,MM gluc+AA,MM4,1,2,5/27/22
245,74.672,F2,1,0.5,2,MM gluc+AA,MM4,1,2,5/27/22
246,149.355,F2,2,0.5,2,MM gluc+AA,MM4,1,2,5/27/22
247,224.049,F2,1,0.5,2,MM gluc+AA,MM4,1,2,5/27/22
248,0.0,F3,1,0.25,4,MM gluc+AA,MM4,1,2,5/27/22
249,74.672,F3,1,0.25,4,MM gluc+AA,MM4,1,2,5/27/22
250,149.355,F3,1,0.25,4,MM gluc+AA,MM4,1,2,5/27/22
251,224.049,F3,1,0.25,4,MM gluc+AA,MM4,1,2,5/27/22
252,0.0,F4,1,0.125,8,MM gluc+AA,MM4,1,2,5/27/22
253,74.672,F4,1,0.125,8,MM gluc+AA,MM4,1,2,5/27/22
254,149.355,F4,1,0.125,8,MM gluc+AA,MM4,1,2,5/27/22
255,224.049,F4,1,0.125,8,MM gluc+AA,MM4,1,2,5/27/22
256,0.0,F5,38,1.0,1,MM gluc+AA,PO,1,2,5/27/22
257,74.672,F5,38,1.0,1,MM gluc+AA,PO,1,2,5/27/22
258,149.355,F5,38,1.0,1,MM gluc+AA,PO,1,2,5/27/22
259,224.049,F5,38,1.0,1,MM gluc+AA,PO,1,2,5/27/22
260,0.0,F6,20,0.5,2,MM gluc+AA,PO,1,2,5/27/22
261,74.672,F6,21,0.5,2,MM gluc+AA,PO,1,2,5/27/22
262,149.355,F6,21,0.5,2,MM gluc+AA,PO,1,2,5/27/22
263,224.049,F6,21,0.5,2,MM gluc+AA,PO,1,2,5/27/22
264,0.0,F7,18,0.25,4,MM gluc+AA,PO,1,2,5/27/22
265,74.672,F7,20,0.25,4,MM gluc+AA,PO,1,2,5/27/22
266,149.355,F7,19,0.25,4,MM gluc+AA,PO,1,2,5/27/22
267,224.049,F7,19,0.25,4,MM gluc+AA,PO,1,2,5/27/22
268,0.0,F8,12,0.125,8,MM gluc+AA,PO,1,2,5/27/22
269,74.672,F8,12,0.125,8,MM gluc+AA,PO,1,2,5/27/22
270,149.355,F8,12,0.125,8,MM gluc+AA,PO,1,2,5/27/22
271,224.049,F8,12,0.125,8,MM gluc+AA,PO,1,2,5/27/22
272,0.0,F9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
273,74.672,F9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
274,149.355,F9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
275,224.049,F9,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
276,0.0,F10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
277,74.672,F10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
278,149.355,F10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
279,224.049,F10,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
280,0.0,F11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
281,74.672,F11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
282,149.355,F11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
283,224.049,F11,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
284,0.0,F12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
285,74.672,F12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
286,149.355,F12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
287,224.049,F12,1,1.0,1,MM gluc+AA,BLANK,1,2,5/27/22
288,0.0,G1,1,1.0,1,MM gluc+AA,MM4,2,2,5/27/22
289,74.672,G1,1,1.0,1,MM gluc+AA,MM4,2,2,5/27/22
290,149.355,G1,1,1.0,1,MM gluc+AA,MM4,2,2,5/27/22
291,224.049,G1,1,1.0,1,MM gluc+AA,MM4,2,2,5/27/22
292,0.0,G2,1,0.5,2,MM gluc+AA,MM4,2,2,5/27/22
293,74.672,G2,1,0.5,2,MM gluc+AA,MM4,2,2,5/27/22
294,149.355,G2,1,0.5,2,MM gluc+AA,MM4,2,2,5/27/22
295,224.049,G2,1,0.5,2,MM gluc+AA,MM4,2,2,5/27/22
296,0.0,G3,1,0.25,4,MM gluc+AA,MM4,2,2,5/27/22
297,74.672,G3,1,0.25,4,MM gluc+AA,MM4,2,2,5/27/22
298,149.355,G3,1,0.25,4,MM gluc+AA,MM4,2,2,5/27/22
299,224.049,G3,1,0.25,4,MM gluc+AA,MM4,2,2,5/27/22
300,0.0,G4,1,0.125,8,MM gluc+AA,MM4,2,2,5/27/22
301,74.672,G4,1,0.125,8,MM gluc+AA,MM4,2,2,5/27/22
302,149.355,G4,1,0.125,8,MM gluc+AA,MM4,2,2,5/27/22
303,224.049,G4,1,0.125,8,MM gluc+AA,MM4,2,2,5/27/22
304,0.0,G5,32,1.0,1,MM gluc+AA,PO,2,2,5/27/22
305,74.672,G5,32,1.0,1,MM gluc+AA,PO,2,2,5/27/22
306,149.355,G5,32,1.0,1,MM gluc+AA,PO,2,2,5/27/22
307,224.049,G5,33,1.0,1,MM gluc+AA,PO,2,2,5/27/22
